,CustomerID,Recency,Frequency,Monetary,Segment
302,12714.0,8,5,4708.86,Regular
303,12715.0,105,1,353.86,Regular
304,12716.0,3,2,1053.49,Regular
305,12717.0,150,3,980.98,Regular
306,12718.0,70,1,238.25,Regular
307,12719.0,4,3,608.1,Regular
308,12720.0,2,29,5713.28,VIP
309,12721.0,31,7,2628.98,Regular
310,12722.0,84,6,904.33,Regular
311,12723.0,3,5,725.07,Regular
312,12724.0,4,4,1031.41,Regular
313,12725.0,370,1,427.8,Regular
314,12726.0,27,7,2609.1,Regular
315,12727.0,10,9,3947.7,Regular
316,12728.0,70,4,836.33,Regular
317,12729.0,113,1,453.01,Regular
318,12731.0,23,14,18793.41,VIP
319,12732.0,179,1,236.26000000000002,Regular
320,12733.0,233,1,383.95,Regular
321,12734.0,352,1,110.39999999999999,Regular
322,12735.0,314,2,779.5699999999999,Regular
323,12736.0,332,1,234.0,Regular
324,12738.0,371,1,155.35,Regular
325,12739.0,77,2,1013.04,Regular
326,12740.0,63,1,427.6,Regular
327,12743.0,133,2,546.43,Regular
328,12744.0,51,10,9120.39,VIP
329,12747.0,1,11,4196.01,Regular
330,12748.0,0,224,29072.1,VIP
331,12749.0,3,8,3868.2,Regular
332,12750.0,128,1,275.88,Regular
333,12752.0,80,1,4366.78,Regular
334,12753.0,3,11,21024.01,VIP
335,12754.0,235,5,2949.12,Regular
336,12755.0,249,4,2203.2,Regular
337,12756.0,86,1,112.07999999999998,Regular
338,12757.0,15,19,4227.7,Regular
339,12758.0,116,2,2791.59,Regular
340,12759.0,51,3,1531.44,Regular
341,12762.0,7,2,1898.52,Regular
342,12763.0,137,2,494.08,Regular
343,12764.0,316,1,1693.88,Regular
344,12766.0,3,7,6989.63,VIP
345,12769.0,238,1,1143.6,Regular
346,12770.0,210,1,1351.45,Regular
347,12772.0,59,1,892.47,Regular
348,12775.0,16,6,1351.24,Regular
349,12778.0,19,7,804.23,Regular
350,12779.0,20,12,3868.7,Regular
351,12781.0,20,5,707.72,Regular
352,12782.0,4,6,2273.32,Regular
353,12783.0,1,8,1603.87,Regular
354,12784.0,8,2,574.42,Regular
355,12785.0,2,2,305.71,Regular
356,12787.0,9,3,463.66,Regular
357,12789.0,64,1,91.85,Regular
358,12790.0,191,1,324.92,Regular
359,12791.0,373,1,192.60000000000002,Regular
360,12792.0,256,1,400.53999999999996,Regular
361,12793.0,334,2,545.48,Regular
362,12794.0,52,2,860.41,Regular
363,12795.0,18,1,430.48,Regular
364,12797.0,359,3,194.18,Regular
365,12798.0,9,3,6977.04,VIP
366,12802.0,183,2,412.58,Regular
367,12808.0,36,3,483.65000000000003,Regular
368,12809.0,167,2,484.36,Regular
369,12811.0,260,3,514.85,Regular
370,12812.0,44,1,229.64000000000001,Regular
371,12814.0,101,1,125.92,Regular
372,12815.0,147,2,1063.46,Regular
373,12816.0,95,2,572.2,Regular
374,12817.0,280,1,166.04,Regular
375,12818.0,177,2,1517.88,Regular
376,12820.0,2,4,942.34,Regular
377,12821.0,213,1,92.72,Regular
378,12822.0,70,3,918.98,Regular
379,12823.0,74,5,1759.5,Regular
380,12824.0,59,1,397.12,Regular
381,12826.0,2,8,1468.1200000000001,Regular
382,12827.0,5,3,430.15000000000003,Regular
383,12828.0,2,6,1018.71,Regular
384,12829.0,321,3,253.05,Regular
385,12830.0,37,7,6748.4,VIP
386,12831.0,261,1,215.05,Regular
387,12832.0,31,2,383.03,Regular
388,12833.0,144,1,417.38,Regular
389,12834.0,282,1,312.38,Regular
390,12836.0,58,4,2612.86,Regular
391,12837.0,172,1,134.1,Regular
392,12838.0,33,2,683.13,Regular
393,12839.0,2,16,5583.62,VIP
394,12840.0,143,6,2714.27,Regular
395,12841.0,4,26,3876.4,Regular
396,12842.0,69,2,1118.99,Regular
397,12843.0,65,9,1680.76,Regular
398,12844.0,28,2,325.96000000000004,Regular
399,12845.0,266,4,354.09,Regular
400,12847.0,21,1,871.54,Regular
401,12849.0,30,2,1050.8899999999999,Regular
402,12851.0,96,1,135.18,Regular
403,12852.0,289,2,299.75,Regular
404,12853.0,107,9,1881.7,Regular
405,12854.0,78,5,1289.15,Regular
406,12855.0,372,1,38.1,Regular
407,12856.0,7,8,2162.68,Regular
408,12857.0,210,2,1106.4,Regular
409,12863.0,51,2,504.2,Regular
410,12864.0,137,1,147.12,Regular
411,12865.0,25,3,1548.07,Regular
412,12866.0,282,1,559.12,Regular
413,12867.0,25,10,3986.22,Regular
414,12868.0,185,6,1607.0600000000002,Regular
415,12870.0,365,1,-14.899999999999999,Regular
416,12871.0,83,2,380.64,Regular
417,12872.0,326,2,599.97,Regular
418,12873.0,281,1,374.0,Regular
419,12875.0,142,2,343.2300000000001,Regular
420,12876.0,57,2,2218.02,Regular
421,12877.0,3,12,1535.77,Regular
422,12878.0,17,3,841.64,Regular
423,12879.0,44,4,552.5699999999999,Regular
424,12881.0,275,1,298.0,Regular
425,12882.0,8,2,1463.04,Regular
426,12883.0,24,4,703.47,Regular
427,12884.0,87,1,309.05,Regular
428,12885.0,62,4,1158.27,Regular
429,12886.0,67,3,1351.09,Regular
430,12888.0,213,4,313.77,Regular
431,12890.0,23,1,380.46999999999997,Regular
432,12891.0,185,3,331.0,Regular
433,12893.0,30,1,188.14,Regular
434,12895.0,41,3,347.3,Regular
435,12897.0,204,2,216.5,Regular
436,12901.0,8,36,16293.1,VIP
437,12902.0,264,1,138.68,Regular
438,12904.0,17,2,509.58,Regular
439,12906.0,11,5,2919.81,Regular
440,12908.0,58,4,246.0,Regular
441,12909.0,39,8,2128.83,Regular
442,12910.0,22,8,3075.04,Regular
443,12912.0,2,5,1662.3,Regular
444,12913.0,4,5,2483.63,Regular
445,12915.0,148,2,363.65,Regular
446,12916.0,138,5,2982.35,Regular
447,12917.0,127,1,594.0,Regular
448,12919.0,7,8,1301.44,Regular
449,12920.0,16,1,164.23,Regular
450,12921.0,3,50,16389.74,VIP
451,12922.0,160,1,405.38,Regular
452,12923.0,63,1,176.97,Regular
453,12924.0,87,5,929.95,Regular
454,12925.0,4,2,694.05,Regular
455,12928.0,34,5,2062.7000000000003,Regular
456,12929.0,121,2,105.1,Regular
457,12930.0,77,4,409.9,Regular
458,12931.0,21,20,33462.81,VIP
459,12933.0,23,4,606.28,Regular
460,12935.0,1,8,2156.45,Regular
461,12936.0,16,5,1012.9,Regular
462,12937.0,14,4,1504.27,Regular
463,12938.0,25,1,114.14,Regular
464,12939.0,63,8,11581.8,VIP
465,12940.0,45,4,876.29,Regular
466,12942.0,130,3,683.9,Regular
467,12943.0,300,1,-3.75,Regular
468,12944.0,35,2,604.51,Regular
469,12945.0,287,1,462.95,Regular
470,12947.0,143,11,1407.29,Regular
471,12948.0,15,8,2053.7,Regular
472,12949.0,30,10,4143.02,Regular
473,12950.0,1,3,1843.0,Regular
474,12951.0,8,8,1042.07,Regular
475,12952.0,5,5,1382.8400000000001,Regular
476,12953.0,9,1,329.85,Regular
477,12955.0,0,14,4734.26,Regular
478,12956.0,305,1,108.07,Regular
479,12957.0,3,12,3979.04,Regular
480,12962.0,6,2,266.39,Regular
481,12963.0,7,9,1841.03,Regular
482,12965.0,88,1,771.91,Regular
483,12966.0,9,1,160.18,Regular
484,12967.0,2,4,1194.75,Regular
485,12968.0,111,1,135.95,Regular
486,12970.0,6,4,452.24,Regular
487,12971.0,3,89,10930.26,VIP
488,12974.0,197,1,144.8,Regular
489,12976.0,211,1,738.6,Regular
490,12977.0,155,1,39.239999999999995,Regular
491,12980.0,155,12,7092.06,VIP
492,12981.0,29,2,372.21999999999997,Regular
493,12982.0,239,2,377.2,Regular
494,12984.0,18,1,97.5,Regular
495,12985.0,0,3,1215.6200000000001,Regular
496,12987.0,73,3,545.0,Regular
497,12988.0,291,1,535.32,Regular
498,12989.0,2,19,6854.51,VIP
499,12990.0,30,3,409.5,Regular
500,12991.0,22,2,503.76,Regular
501,12993.0,22,4,414.76,Regular
502,12994.0,3,5,902.22,Regular
503,12995.0,77,2,200.72,Regular
504,12997.0,21,7,1197.94,Regular
505,12999.0,195,3,455.88,Regular
506,13000.0,106,3,534.85,Regular
507,13001.0,3,15,9797.92,VIP
508,13002.0,317,1,120.94999999999999,Regular
509,13003.0,105,3,149.05,Regular
510,13004.0,11,22,5613.43,VIP
511,13005.0,173,3,468.95,Regular
512,13006.0,55,1,81.57,Regular
513,13008.0,322,2,178.46999999999997,Regular
514,13011.0,371,1,50.550000000000004,Regular
515,13012.0,8,11,1311.6200000000001,Regular
516,13013.0,0,15,4786.99,Regular
517,13014.0,2,16,3365.43,Regular
518,13015.0,52,5,3346.28,Regular
519,13016.0,72,3,789.89,Regular
520,13017.0,6,1,204.0,Regular
521,13018.0,15,29,7272.75,VIP
522,13021.0,3,12,2584.4,Regular
523,13023.0,63,2,689.9,Regular
524,13026.0,0,8,936.15,Regular
525,13027.0,113,6,6912.0,VIP
526,13028.0,22,3,659.68,Regular
527,13029.0,30,3,1247.5,Regular
528,13030.0,10,2,799.48,Regular
529,13032.0,38,3,996.52,Regular
530,13033.0,356,1,190.55,Regular
531,13034.0,54,2,642.77,Regular
532,13035.0,57,3,886.63,Regular
533,13037.0,137,3,881.07,Regular
534,13038.0,79,3,908.46,Regular
535,13040.0,8,2,676.99,Regular
536,13043.0,253,2,471.57,Regular
537,13044.0,290,1,560.47,Regular
538,13045.0,98,1,305.28000000000003,Regular
539,13046.0,30,2,629.31,Regular
540,13047.0,31,18,3079.1,Regular
541,13048.0,13,5,1805.91,Regular
542,13049.0,63,2,656.6800000000001,Regular
543,13050.0,8,28,5684.61,VIP
544,13052.0,211,1,348.15000000000003,Regular
545,13055.0,63,4,1201.96,Regular
546,13058.0,24,3,271.40000000000003,Regular
547,13059.0,249,1,183.4,Regular
548,13060.0,253,1,307.53,Regular
549,13061.0,71,1,248.61,Regular
550,13062.0,190,1,346.98,Regular
551,13064.0,12,4,1119.49,Regular
552,13065.0,372,1,205.86,Regular
553,13066.0,23,3,430.9,Regular
554,13067.0,81,1,115.46000000000001,Regular
555,13068.0,9,2,344.0,Regular
556,13069.0,0,27,3717.82,Regular
557,13070.0,191,1,228.8,Regular
558,13072.0,266,1,177.15,Regular
559,13075.0,129,1,919.61,Regular
560,13077.0,0,4,729.27,Regular
561,13078.0,0,43,12432.28,VIP
562,13079.0,3,5,220.10000000000002,Regular
563,13080.0,178,1,58.08,Regular
564,13081.0,0,21,27964.48,VIP
565,13082.0,125,10,3595.48,Regular
566,13083.0,3,2,303.75,Regular
567,13085.0,157,3,272.38,Regular
568,13089.0,2,118,57385.88,VIP
569,13090.0,8,18,8689.39,VIP
570,13091.0,20,2,319.82,Regular
571,13092.0,70,6,459.83,Regular
572,13093.0,266,13,7741.47,VIP
573,13094.0,20,16,1708.8600000000001,Regular
574,13095.0,70,1,74.39999999999999,Regular
575,13097.0,32,14,5893.32,VIP
576,13098.0,0,41,28658.88,VIP
577,13099.0,98,1,207.35999999999999,Regular
578,13101.0,233,1,101.19,Regular
579,13102.0,0,27,6336.29,VIP
580,13103.0,39,1,243.94,Regular
581,13104.0,2,6,1098.48,Regular
582,13106.0,128,2,59.5,Regular
583,13107.0,43,5,1524.07,Regular
584,13108.0,372,1,350.06,Regular
585,13109.0,2,5,766.84,Regular
586,13110.0,30,8,1452.8700000000001,Regular
587,13113.0,0,40,10510.0,VIP
588,13115.0,8,14,2205.63,Regular
589,13116.0,116,2,485.19,Regular
590,13117.0,21,8,984.91,Regular
591,13118.0,19,7,1125.0,Regular
592,13120.0,238,1,30.599999999999998,Regular
593,13121.0,268,2,254.73,Regular
594,13122.0,93,2,922.39,Regular
595,13124.0,89,3,3866.33,Regular
596,13126.0,4,10,2056.29,Regular
597,13127.0,77,1,259.17,Regular
598,13130.0,93,1,64.0,Regular
599,13131.0,22,4,1039.3,Regular
600,13132.0,261,1,77.3,Regular
601,13133.0,273,2,109.8,Regular
602,13134.0,72,7,1740.63,Regular
603,13135.0,196,1,3096.0,Regular
604,13136.0,49,11,2545.38,Regular
605,13137.0,10,9,3605.08,Regular
606,13138.0,21,6,962.39,Regular
607,13139.0,15,8,5055.79,VIP
608,13140.0,107,3,423.72,Regular
609,13141.0,84,6,2385.8,Regular
610,13142.0,18,1,307.09,Regular
611,13144.0,332,1,110.95,Regular
612,13145.0,39,5,614.77,Regular
613,13146.0,25,1,228.91,Regular
614,13147.0,9,4,712.8000000000001,Regular
615,13148.0,28,17,3348.48,Regular
616,13149.0,13,4,1676.06,Regular
617,13151.0,202,2,1250.3700000000001,Regular
618,13153.0,5,1,486.22,Regular
619,13154.0,143,1,-611.86,Regular
620,13155.0,32,4,971.76,Regular
621,13157.0,48,5,1721.57,Regular
622,13158.0,94,4,1201.06,Regular
623,13159.0,8,5,1379.75,Regular
624,13160.0,21,1,91.8,Regular
625,13161.0,312,1,112.75,Regular
626,13162.0,121,5,1644.99,Regular
627,13165.0,45,2,1021.48,Regular
628,13166.0,281,2,414.7,Regular
629,13167.0,18,4,791.33,Regular
630,13168.0,35,5,1310.14,Regular
631,13169.0,63,2,712.88,Regular
632,13170.0,26,1,116.00999999999999,Regular
633,13171.0,7,5,426.81,Regular
634,13173.0,3,2,353.65,Regular
635,13174.0,15,3,2817.03,Regular
636,13176.0,45,1,492.84,Regular
637,13177.0,64,1,282.45,Regular
638,13178.0,25,11,5725.47,VIP
639,13182.0,44,1,121.18,Regular
640,13183.0,7,9,3957.78,Regular
641,13184.0,14,12,1648.79,Regular
642,13185.0,267,1,71.4,Regular
643,13186.0,39,5,1539.69,Regular
644,13187.0,336,1,236.02,Regular
645,13188.0,10,1,114.60000000000001,Regular
646,13189.0,18,2,260.68,Regular
647,13192.0,94,2,911.94,Regular
648,13193.0,60,1,117.88,Regular
649,13194.0,135,1,60.7,Regular
650,13196.0,10,4,1797.78,Regular
651,13198.0,9,8,3384.09,Regular
652,13199.0,3,39,9803.96,VIP
653,13200.0,18,4,870.09,Regular
654,13203.0,9,4,869.46,Regular
655,13207.0,14,2,250.26000000000002,Regular
656,13208.0,58,7,1205.9,Regular
657,13209.0,29,11,5820.16,VIP
658,13210.0,93,1,353.48,Regular
659,13211.0,9,3,1197.42,Regular
660,13212.0,8,4,780.58,Regular
661,13213.0,56,6,1518.43,Regular
662,13216.0,267,1,333.74,Regular
663,13217.0,121,5,133.62,Regular
664,13218.0,126,1,62.63999999999999,Regular
665,13220.0,77,4,819.2900000000001,Regular
666,13221.0,239,2,847.41,Regular
667,13223.0,199,2,163.20000000000002,Regular
668,13224.0,59,3,2150.85,Regular
669,13225.0,2,8,6083.04,VIP
670,13226.0,272,1,108.21000000000001,Regular
671,13227.0,201,1,257.7,Regular
672,13228.0,80,1,358.0,Regular
673,13229.0,225,1,160.95,Regular
674,13230.0,3,15,2763.41,Regular
675,13232.0,12,7,1357.6,Regular
676,13233.0,73,2,605.12,Regular
677,13235.0,211,2,101.17000000000007,Regular
678,13236.0,24,3,727.27,Regular
679,13238.0,10,5,680.83,Regular
680,13239.0,261,1,329.56,Regular
681,13240.0,95,4,663.65,Regular
682,13242.0,111,3,270.40000000000003,Regular
683,13243.0,202,1,600.07,Regular
684,13244.0,92,1,121.74000000000001,Regular
685,13245.0,50,1,430.5,Regular
686,13246.0,17,7,1922.1,Regular
687,13247.0,17,4,501.12,Regular
688,13248.0,124,2,465.68,Regular
689,13249.0,91,3,711.41,Regular
690,13253.0,156,2,1030.4,Regular
691,13255.0,3,3,390.66,Regular
692,13256.0,13,1,0.0,Regular
693,13258.0,11,3,698.58,Regular
694,13259.0,61,1,292.32,Regular
695,13260.0,60,1,557.62,Regular
696,13261.0,268,2,944.1,Regular
697,13262.0,262,1,200.29,Regular
698,13263.0,0,35,7454.07,VIP
